event_key,event_key_type,race_id,candidate_classification,window_count,verified_on_track_pass,review_status
2019:Hungarian Grand Prix:Race|HAM|VER|66|67,INHERITED_CANDIDATE_ID,2019:Hungarian Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Hungarian Grand Prix:Race|HUL|GRO|18|19,BOUNDARY_PROXY_KEY,2019:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Hungarian Grand Prix:Race|KVY|ALB|17|18,BOUNDARY_PROXY_KEY,2019:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Hungarian Grand Prix:Race|KVY|GRO|23|24,BOUNDARY_PROXY_KEY,2019:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Hungarian Grand Prix:Race|KVY|RUS|7|8,INHERITED_CANDIDATE_ID,2019:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Hungarian Grand Prix:Race|MAG|KVY|66|67,BOUNDARY_PROXY_KEY,2019:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Hungarian Grand Prix:Race|MAG|RUS|11|12,INHERITED_CANDIDATE_ID,2019:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Hungarian Grand Prix:Race|NOR|RIC|30|31,INHERITED_CANDIDATE_ID,2019:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Hungarian Grand Prix:Race|RIC|GIO|7|8,BOUNDARY_PROXY_KEY,2019:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Hungarian Grand Prix:Race|RIC|RUS|13|14,INHERITED_CANDIDATE_ID,2019:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Hungarian Grand Prix:Race|SAI|BOT|4|5,BOUNDARY_PROXY_KEY,2019:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|ALB|GIO|14|15,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|GAS|VER|26|27,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|GIO|ALB|2|3,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|GRO|KUB|5|6,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|LEC|HUL|21|22,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|LEC|RIC|25|26,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|MAG|STR|21|22,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|NOR|STR|14|15,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|PER|GAS|5|6,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|PER|GRO|2|3,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|RAI|RUS|5|6,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|RIC|VET|5|6,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|RUS|KUB|9|10,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|RUS|VET|40|41,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|SAI|STR|5|6,INHERITED_CANDIDATE_ID,2019:Italian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2019:Italian Grand Prix:Race|VER|GAS|17|18,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|VER|GIO|40|41,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|VER|NOR|21|22,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2019:Italian Grand Prix:Race|VER|RAI|14|15,BOUNDARY_PROXY_KEY,2019:Italian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|ALB|NOR|28|29,INHERITED_CANDIDATE_ID,2020:70th Anniversary Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|ALB|STR|49|50,INHERITED_CANDIDATE_ID,2020:70th Anniversary Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|GAS|GIO|29|30,INHERITED_CANDIDATE_ID,2020:70th Anniversary Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|GAS|GRO|28|29,INHERITED_CANDIDATE_ID,2020:70th Anniversary Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|GAS|RAI|9|10,INHERITED_CANDIDATE_ID,2020:70th Anniversary Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|HAM|BOT|49|50,BOUNDARY_PROXY_KEY,2020:70th Anniversary Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|LAT|GIO|25|26,BOUNDARY_PROXY_KEY,2020:70th Anniversary Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|LAT|MAG|19|20,INHERITED_CANDIDATE_ID,2020:70th Anniversary Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|LAT|RAI|8|9,INHERITED_CANDIDATE_ID,2020:70th Anniversary Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|LEC|NOR|19|20,INHERITED_CANDIDATE_ID,2020:70th Anniversary Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|VET|GRO|16|17,BOUNDARY_PROXY_KEY,2020:70th Anniversary Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:70th Anniversary Grand Prix:Race|VET|RAI|3|4,BOUNDARY_PROXY_KEY,2020:70th Anniversary Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|ALB|GAS|23|24,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|ALB|LEC|21|22,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|ALB|SAI|38|39,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|BOT|LEC|22|23,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|BOT|OCO|42|43,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|BOT|RAI|16|17,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|BOT|RUS|19|20,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|BOT|RUS|26|27,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|BOT|VET|11|12,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|GAS|LEC|12|13,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|GAS|RIC|15|16,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|GAS|RIC|35|36,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|GIO|KVY|32|33,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|GIO|RAI|27|28,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|GIO|RUS|38|39,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|KVY|MAG|34|35,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|LEC|GIO|41|42,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|LEC|MAG|24|25,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|MAG|LAT|20|21,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|NOR|BOT|24|25,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|OCO|GIO|19|20,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|OCO|MAG|18|19,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|OCO|RUS|35|36,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|PER|GAS|22|23,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|PER|SAI|37|38,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|RAI|MAG|44|45,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|RIC|OCO|28|29,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|RIC|OCO|37|38,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|RIC|VET|17|18,INHERITED_CANDIDATE_ID,2020:Bahrain Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Bahrain Grand Prix:Race|RUS|GIO|52|53,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|RUS|MAG|26|27,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|RUS|MAG|41|42,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|RUS|RAI|9|10,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|SAI|LEC|11|12,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|SAI|OCO|16|17,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|SAI|OCO|26|27,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|SAI|RIC|25|26,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|VER|PER|35|36,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|VET|MAG|42|43,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Bahrain Grand Prix:Race|VET|RAI|29|30,BOUNDARY_PROXY_KEY,2020:Bahrain Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Eifel Grand Prix:Race|GAS|LEC|50|51,INHERITED_CANDIDATE_ID,2020:Eifel Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Eifel Grand Prix:Race|GIO|GRO|27|28,INHERITED_CANDIDATE_ID,2020:Eifel Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Eifel Grand Prix:Race|GRO|RAI|9|10,INHERITED_CANDIDATE_ID,2020:Eifel Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Eifel Grand Prix:Race|HUL|RAI|38|39,INHERITED_CANDIDATE_ID,2020:Eifel Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Eifel Grand Prix:Race|HUL|VET|40|41,INHERITED_CANDIDATE_ID,2020:Eifel Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Eifel Grand Prix:Race|LEC|ALB|22|23,BOUNDARY_PROXY_KEY,2020:Eifel Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Eifel Grand Prix:Race|LEC|GAS|27|28,BOUNDARY_PROXY_KEY,2020:Eifel Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Eifel Grand Prix:Race|LEC|HUL|19|20,BOUNDARY_PROXY_KEY,2020:Eifel Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Eifel Grand Prix:Race|LEC|VET|38|39,INHERITED_CANDIDATE_ID,2020:Eifel Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Eifel Grand Prix:Race|MAG|GAS|1|2,BOUNDARY_PROXY_KEY,2020:Eifel Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Eifel Grand Prix:Race|NOR|LEC|9|10,BOUNDARY_PROXY_KEY,2020:Eifel Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Eifel Grand Prix:Race|RIC|SAI|27|28,INHERITED_CANDIDATE_ID,2020:Eifel Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Eifel Grand Prix:Race|SAI|OCO|21|22,BOUNDARY_PROXY_KEY,2020:Eifel Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|ALB|LEC|12|13,INHERITED_CANDIDATE_ID,2020:Emilia Romagna Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|GIO|VET|50|51,INHERITED_CANDIDATE_ID,2020:Emilia Romagna Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|HAM|BOT|18|19,BOUNDARY_PROXY_KEY,2020:Emilia Romagna Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|HAM|VER|17|18,INHERITED_CANDIDATE_ID,2020:Emilia Romagna Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|LAT|GRO|8|9,BOUNDARY_PROXY_KEY,2020:Emilia Romagna Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|LEC|GAS|7|8,BOUNDARY_PROXY_KEY,2020:Emilia Romagna Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|NOR|SAI|50|51,INHERITED_CANDIDATE_ID,2020:Emilia Romagna Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|PER|LAT|33|34,BOUNDARY_PROXY_KEY,2020:Emilia Romagna Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|PER|NOR|12|13,BOUNDARY_PROXY_KEY,2020:Emilia Romagna Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|PER|RAI|47|48,INHERITED_CANDIDATE_ID,2020:Emilia Romagna Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|STR|MAG|35|36,BOUNDARY_PROXY_KEY,2020:Emilia Romagna Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|VER|BOT|42|43,BOUNDARY_PROXY_KEY,2020:Emilia Romagna Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Emilia Romagna Grand Prix:Race|VET|OCO|12|13,BOUNDARY_PROXY_KEY,2020:Emilia Romagna Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Hungarian Grand Prix:Race|ALB|GRO|28|29,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|ALB|LAT|2|3,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|ALB|LEC|17|18,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|ALB|VET|65|66,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|BOT|GRO|11|12,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|BOT|LEC|9|10,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|BOT|MAG|16|17,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|LEC|RAI|32|33,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,OTHER_POSITION_CHANGE,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|MAG|GIO|3|4,BOUNDARY_PROXY_KEY,2020:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Hungarian Grand Prix:Race|NOR|GAS|2|3,BOUNDARY_PROXY_KEY,2020:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Hungarian Grand Prix:Race|NOR|GRO|47|48,BOUNDARY_PROXY_KEY,2020:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Hungarian Grand Prix:Race|NOR|RUS|14|15,INHERITED_CANDIDATE_ID,2020:Hungarian Grand Prix:Race,UNRESOLVED,1,FALSE,AUTOMATED_REVIEW_UNREVIEWED
2020:Hungarian Grand Prix:Race|OCO|GAS|14|15,BOUNDARY_PROXY_KEY,2020:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
2020:Hungarian Grand Prix:Race|OCO|NOR|2|3,BOUNDARY_PROXY_KEY,2020:Hungarian Grand Prix:Race,OUTSIDE_CANDIDATE_UNIVERSE,1,FALSE,AUTOMATED_PROXY_LINK_UNREVIEWED
