race_id,year,event,session,provider,fastf1_version,cache_state_before_load,cache_files_before,cache_bytes_before,cache_digest_before,raw_cache_retained,request_scope_guard,participant_driver_count,expected_driver_count,fastf1_missing_expected_drivers,fastf1_extra_drivers,car_rows_written,position_rows_written,retrieval_status,cache_files_after,cache_bytes_after,cache_digest_after,new_cache_bytes,cache_file_metadata,cache_cleanup_status
2018:Belgian Grand Prix:Race,2018,Belgian Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],334113,273116,SUCCESS,10,64064223,d6f734f2e0acc037acfe167addef65ee3ebe42b6b7165566cd130464f23f9b9a,64064223,"[{'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/_extended_timing_data.ff1pkl', 'bytes': 709213, 'sha256': 'cc3fae1b35e593e43d0e07c284a3affd12adcbf00016c17202a25b58bb966718'}, {'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/car_data.ff1pkl', 'bytes': 30910570, 'sha256': 'a7f365d7a803f0d42698044f2ff882515e11fe93769dd96aae5b50b2aab89609'}, {'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/driver_info.ff1pkl', 'bytes': 2302, 'sha256': '3971d3198f6388211f7424dd918638a4e8b483813a6c08939b39da5b1a75dbc0'}, {'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/lap_count.ff1pkl', 'bytes': 940, 'sha256': 'aa03caf397ee085ed4eaee29eee37986851823d362d08fb5ccac2dabb6ce9ed1'}, {'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/position_data.ff1pkl', 'bytes': 18839688, 'sha256': '41e091f392e69952d0a0638126fc1baa64cc3d333376267ef42f01c433a5ac65'}, {'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/session_info.ff1pkl', 'bytes': 465, 'sha256': '9c387faed51c3e0fe460835b51901989d8cf87e89cd1b52b656e95567e120e3d'}, {'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/session_status_data.ff1pkl', 'bytes': 216, 'sha256': '2407026b189b25e1eeb3ff9012c3eef3ac19ad97dab168ff882409dc854ab47e'}, {'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/timing_app_data.ff1pkl', 'bytes': 63219, 'sha256': '8fc35d89eb1df114330f5f5554b6eb1d132ba526806a52fac0459808d9761bc7'}, {'name': '2018/2018-08-26_Belgian_Grand_Prix/2018-08-26_Race/track_status_data.ff1pkl', 'bytes': 330, 'sha256': '18e35dc43ade830700e2bfd41210f20bd79d30010868887005fa85e828a7d6ed'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 13537280, 'sha256': '168d17e83c0c2fb7d8d4e639022b66f5db767128e02f825edc02343beaf7f46b'}]",CLEANED
2018:Japanese Grand Prix:Race,2018,Japanese Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],405161,332199,SUCCESS,10,67664548,76cb24fdb64f987acc648db943d825310de14fb49e2d8e5613e8a210d9b4f7ae,67664548,"[{'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/_extended_timing_data.ff1pkl', 'bytes': 981034, 'sha256': 'f264a18c31dc6592a5ddcdaa8cd2c025b08776ad6be138836b5acf1a4bbef547'}, {'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/car_data.ff1pkl', 'bytes': 31540690, 'sha256': '75e47284809c40e1c6e6ecf47a45d30695275d049254bef796199c3c5c496ae1'}, {'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/driver_info.ff1pkl', 'bytes': 2302, 'sha256': '69854b21391232e3db475ec941039c1ad3ea0f48f7cd55741672297e7b0ae06f'}, {'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/lap_count.ff1pkl', 'bytes': 1107, 'sha256': '859bfba59f686b2733630536099b016895b5f5d3230cec641d4b5b1270d0e1fe'}, {'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/position_data.ff1pkl', 'bytes': 19290288, 'sha256': 'db535ed7c1197ffad2be85e38fe9ac77edf3adb1a929450acd8fb0d6ca6a0aba'}, {'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/session_info.ff1pkl', 'bytes': 443, 'sha256': '00264cf84d231e72de7cbe31f52b8207b46c3d2809bb03b00850d19d8d6bc806'}, {'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/session_status_data.ff1pkl', 'bytes': 216, 'sha256': '7499edba6bcd9cfb3e16800de5a4513aa38c68580c74fa21867a4a312aefbe8e'}, {'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/timing_app_data.ff1pkl', 'bytes': 74343, 'sha256': 'aa9dd0db64a3808b28203bcc347b120dcc60014f4eb407e3ed6fb46e368ba3ee'}, {'name': '2018/2018-10-07_Japanese_Grand_Prix/2018-10-07_Race/track_status_data.ff1pkl', 'bytes': 429, 'sha256': 'c2bd7be88b0e01b72d67694f74f29187007d3fa6502d1ed2c1223486ae249558'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 15773696, 'sha256': 'efdb07996b2883b4eed984e735520dd6a4a9a1cdcc5ef4238f8506bd9e020203'}]",CLEANED
2018:Mexican Grand Prix:Race,2018,Mexican Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],438984,359641,SUCCESS,10,82890223,9fcaaf4e2851cded06abdc84c471da26cc6487c88ee62d84e36fad23cec1edfb,82890223,"[{'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/_extended_timing_data.ff1pkl', 'bytes': 1021886, 'sha256': 'b50b30956185d3772aa76d8923dcb472d75d579b4b3723f18ca0a43224b4d6f9'}, {'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/car_data.ff1pkl', 'bytes': 40015730, 'sha256': '53474595fee8459a99a64f69480feaffef0b5c73f7cdda48fdef93c29fbcd221'}, {'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/driver_info.ff1pkl', 'bytes': 2302, 'sha256': 'e199ae0c3e922ee50f1f5060edb0e15022514cea5dbaaeb4cea4de04d98e2785'}, {'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/lap_count.ff1pkl', 'bytes': 1439, 'sha256': '7bbbdd3a7b6ebaf939d6f881380f1949726b12e9ae310f5f97b47755633b52d8'}, {'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/position_data.ff1pkl', 'bytes': 24471328, 'sha256': 'd99913ff009022cd577c4141d2908a221e71f98bc52c791eae474fc0c047c982'}, {'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/session_info.ff1pkl', 'bytes': 455, 'sha256': '6bcb0f3394408cc4bafcf56f5458104a2a64589d2c248b37e4a7726aff7962ae'}, {'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/session_status_data.ff1pkl', 'bytes': 216, 'sha256': 'ca73ddf2c62a84bedf1e809ec882ba0cc15fa3074e7bc890069ce5f42dfedfbc'}, {'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/timing_app_data.ff1pkl', 'bytes': 99394, 'sha256': 'a6d35587893d69a4d421cbc509ab57f5cfdb86ef751850b78cd9043b2a0b1da7'}, {'name': '2018/2018-10-28_Mexican_Grand_Prix/2018-10-28_Race/track_status_data.ff1pkl', 'bytes': 545, 'sha256': '27c98a8e6412485a2926e0e7415a14d643be6f07919231fd4962ba12e1aeb8d7'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 17276928, 'sha256': '2c683a403bce6091def52a7f31a3a80b8f5bd18b2810f3ab0f6769b0cd264210'}]",CLEANED
2018:Brazilian Grand Prix:Race,2018,Brazilian Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],414062,332439,SUCCESS,10,77458074,a132e6409098adce94222550ebdd9387a48dd41b989da5d61407d09c54d1cfa7,77458074,"[{'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/_extended_timing_data.ff1pkl', 'bytes': 1072061, 'sha256': '75a99285976331e7838b85baadbbe53d7e6911d41438ea20420cfd510640178f'}, {'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/car_data.ff1pkl', 'bytes': 37033790, 'sha256': 'd8dcf1889ca085386e6b9ff4b2e356ed04d5df4b5dc89013c441d75c62103f45'}, {'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/driver_info.ff1pkl', 'bytes': 2302, 'sha256': 'a6baf31238934dc0e2840958897174d4ea9f5cbcf22d0b2cea6a31b5340e0455'}, {'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/lap_count.ff1pkl', 'bytes': 1451, 'sha256': '7b6add6edc0cfe03bb5dd6147de672c0cfc1f450f4dc5dd96857a75a54302eee'}, {'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/position_data.ff1pkl', 'bytes': 22179608, 'sha256': '4d504b23071cfb16410d4fb802c3325c7a5b22f8107458bdea5e2b072f2dd790'}, {'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/session_info.ff1pkl', 'bytes': 459, 'sha256': 'd11109d23d9785f991a3c4f64f90e375875c93744eadb103340b0bee8405e818'}, {'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/session_status_data.ff1pkl', 'bytes': 216, 'sha256': 'e36e112703bb4b9e775bf670110c361b75169899229c2b024704678a25a7ccca'}, {'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/timing_app_data.ff1pkl', 'bytes': 112146, 'sha256': '67d16fdf93028d2d5f7f09a87b2250dcbc4d89be619055dbad108ce13a97ff68'}, {'name': '2018/2018-11-11_Brazilian_Grand_Prix/2018-11-11_Race/track_status_data.ff1pkl', 'bytes': 297, 'sha256': 'bc96721ecaa4eb2f8be9828cdfdc95bd30dcead71c7b36193e8570bba6346669'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 17055744, 'sha256': '8e4bf6de592d1bc3f7807d66eff1f2703b414db2933bb3ed0b6f1a38765f1306'}]",CLEANED
2018:Abu Dhabi Grand Prix:Race,2018,Abu Dhabi Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],438984,353374,SUCCESS,10,82833808,c6e5541cc4e8d7462970aad692208eb6a2a5a6e8104bfe178ef335429d2de8ee,82833808,"[{'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/_extended_timing_data.ff1pkl', 'bytes': 906587, 'sha256': '23826c4ca178b1b0e1a0de029e341754464b1477797afef8362874a68d8f15c9'}, {'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/car_data.ff1pkl', 'bytes': 40462990, 'sha256': 'a18ce6e4f3a0177459e8e0d30e5cc691f68f195afafaa2d350681ed3d7871699'}, {'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/driver_info.ff1pkl', 'bytes': 2302, 'sha256': '3554960bee094aedff175e41baff22f8ef63ccda706b45f15b9ff5fe9375e6b9'}, {'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/lap_count.ff1pkl', 'bytes': 1139, 'sha256': '0859c47d2a0cd367959ad4307850497723ce599f89e5b4f896801a48d4da9489'}, {'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/position_data.ff1pkl', 'bytes': 24362208, 'sha256': '59e7946a02148ffba33e8323393dc9985ec7182defa9612af2d59ed4580d892b'}, {'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/session_info.ff1pkl', 'bytes': 476, 'sha256': '2fb01a25789a74de0b03b539696e3a58daa9734370217cac3e5f513e81bbe4f2'}, {'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/session_status_data.ff1pkl', 'bytes': 214, 'sha256': 'c7b11266949fb6da54dbe64b3e943ba1e5e74e12da229674d65551a386a140db'}, {'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/timing_app_data.ff1pkl', 'bytes': 86692, 'sha256': '40ea1c0906a1485be62309eb97bce56b9a66506b4995f06c5e009843b86e14fd'}, {'name': '2018/2018-11-25_Abu_Dhabi_Grand_Prix/2018-11-25_Race/track_status_data.ff1pkl', 'bytes': 512, 'sha256': '7dc3768c4ed0720d1407ef403e2e4dc39c6f217f24edd3cf1700b06a7ac22400'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 17010688, 'sha256': '9c13502781cd569708a5148f710086766ac15064d71a11a6c1ae7641733cf0d6'}]",CLEANED
2019:Bahrain Grand Prix:Race,2019,Bahrain Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],458170,366254,SUCCESS,10,80766520,e2086bfcba564cf4be56add36c035ea82aba6dedb60caf7c5d6c6b91c67a1655,80766520,"[{'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/_extended_timing_data.ff1pkl', 'bytes': 1200689, 'sha256': '3d2118915924fc8bf3356ad3b57c77cde10390aad84c87ba450d019c1b6d58f2'}, {'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/car_data.ff1pkl', 'bytes': 38632731, 'sha256': 'f8cf9515723f27b5e9dc28f1aba91e21b2afbb47e13859955b8df042887150a2'}, {'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/driver_info.ff1pkl', 'bytes': 2315, 'sha256': '5b395d90a09490b4b1a11fbe84c06e369cc3b410e15e33eebf30acd6f5bd8a10'}, {'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/lap_count.ff1pkl', 'bytes': 1181, 'sha256': '013c2add2d33fd43f50005c21001ad9f8ceb49c33f451dfa5c855565a8877bdb'}, {'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/position_data.ff1pkl', 'bytes': 23017449, 'sha256': '345cc736f1e6a963daf5cf8db560a2c57e8d6b36dec0446dccf7896643d19da8'}, {'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/session_info.ff1pkl', 'bytes': 443, 'sha256': 'cd8a096ad9675867ae61cb74a7f4aa3f32e6e347bc30a3ebe0f60dc63948f6fc'}, {'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/session_status_data.ff1pkl', 'bytes': 216, 'sha256': 'eb6a3c05d91f66c60716d8f7e61b9a19e1ea2888dba8ae2b447d0c07d3e6d805'}, {'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/timing_app_data.ff1pkl', 'bytes': 97127, 'sha256': '09471b93ee27d8839c727ffc6cf7daf63763d7ea420a74c7c403ea5657ee018d'}, {'name': '2019/2019-03-31_Bahrain_Grand_Prix/2019-03-31_Race/track_status_data.ff1pkl', 'bytes': 865, 'sha256': '5f5d1fd28d69d0f9fbf1ac6c07c3743a70af8a7b7a89c320ec17ab94b099b1e8'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 17813504, 'sha256': 'fe8897a5ce515c4c50c656eb9880f912d502456fca1627ad16ebf70a950aa43a'}]",CLEANED
2019:Chinese Grand Prix:Race,2019,Chinese Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],444546,355298,SUCCESS,10,78241925,c13fda04ab8c35c20dcb394535695bb8b1ca2c59b0453980d8f12edb8c8666ed,78241925,"[{'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/_extended_timing_data.ff1pkl', 'bytes': 933053, 'sha256': 'cb961c7d04872b2ad487a8198e38f0d6a13198167c4293ad80f45ee3063a709c'}, {'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/car_data.ff1pkl', 'bytes': 37934171, 'sha256': '2f3d49fff13a056a50c0e06e8419cad94b600f1ced0fb95788351df6af40473a'}, {'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/driver_info.ff1pkl', 'bytes': 2315, 'sha256': '51b280020fd31f8b9b99ffdaa3a11c380e947607b6a3ea8983bcdde4a75d731c'}, {'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/lap_count.ff1pkl', 'bytes': 1166, 'sha256': '8a7c7750068f4c744ff0d44511049100b3bafaf7be7624d878e7115932b1edcb'}, {'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/position_data.ff1pkl', 'bytes': 22659249, 'sha256': '8c4ba4aa467b21e592bd6f676859c3c061bd12bf176e40e2743c04207d7c82ac'}, {'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/session_info.ff1pkl', 'bytes': 445, 'sha256': 'b6a12ec58a523517371b693136f3c846f4e34a05a8a364d21647257d8a748c0a'}, {'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/session_status_data.ff1pkl', 'bytes': 216, 'sha256': '7cbf8d653978fb693a18e61a1c74c9e09f47be96c4ee1b686f6d95ebcfc7835f'}, {'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/timing_app_data.ff1pkl', 'bytes': 97651, 'sha256': '378f952524f5fdc7f67dd4ebc78e903133a8aa62ec3d4245ed38654074055e8b'}, {'name': '2019/2019-04-14_Chinese_Grand_Prix/2019-04-14_Race/track_status_data.ff1pkl', 'bytes': 283, 'sha256': '465e681d380fde5f30d59a97430da40c4998d2e0d1e7ae62303a6a76e469020d'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 16613376, 'sha256': '6802a0e6557c1a403055ac508cf8c502aea84b0a9e4c162d76abf3cdbb62b2b8'}]",CLEANED
2019:Azerbaijan Grand Prix:Race,2019,Azerbaijan Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],430129,352215,SUCCESS,10,78207292,f8ef5161bfc99f2f9ba5a1caf4acec4500debc7073cb30ecb4c40b0c6c964299,78207292,"[{'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/_extended_timing_data.ff1pkl', 'bytes': 954563, 'sha256': 'd8bcf5060b3ea31ed86bfbe88eca089ec08c048cfb80b864b7b9c9872d995e7c'}, {'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/car_data.ff1pkl', 'bytes': 37516411, 'sha256': 'e94c3dadbc38edc566ac9046a96dfeba1769f6d42476388919cb3115d632e675'}, {'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/driver_info.ff1pkl', 'bytes': 2315, 'sha256': 'ec3b8e3ed01f514f03678602446357709b362cf9fc505308db732f218f769e0f'}, {'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/lap_count.ff1pkl', 'bytes': 1071, 'sha256': '56fe0f189b67e57aafa59cd3fa9985c5d1806021674da754964a6d204b56af6a'}, {'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/position_data.ff1pkl', 'bytes': 22920649, 'sha256': '9f32470032441f790127506bad88ac4684c69bd546e8102d43f0d4d985a872ec'}, {'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/session_info.ff1pkl', 'bytes': 448, 'sha256': 'bb92209ea95d3e491be3dc3b21203067062c0dd06e61efdcb1bd3bd94b07bd51'}, {'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/session_status_data.ff1pkl', 'bytes': 216, 'sha256': '1228055fa6a38ddc085bbbebc11557aea588aa97dbea646e1efa7fd96628c020'}, {'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/timing_app_data.ff1pkl', 'bytes': 99306, 'sha256': '17d2e9cc0ce10a0d2dce4951ff604e22f854a62226e20da4ec645a5482147f00'}, {'name': '2019/2019-04-28_Azerbaijan_Grand_Prix/2019-04-28_Race/track_status_data.ff1pkl', 'bytes': 633, 'sha256': '048a057fa2562298f543defe751dcce6411da1eefd27dca60d6d8df1caf7673c'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 16711680, 'sha256': '432aae16551b9ee41deb3417a23d4b0e8cba3a2969860334816a5c74662b204f'}]",CLEANED
2019:Canadian Grand Prix:Race,2019,Canadian Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],421573,344875,SUCCESS,10,76706618,3749ec3a2270daac8bd4220cb827dfd40a42ca3ef36304361b2c605ffcc8dc39,76706618,"[{'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/_extended_timing_data.ff1pkl', 'bytes': 975885, 'sha256': 'ecdd0f677bf764e9577de021e94e3f99f7c820d68285f497eff4b0f52082801b'}, {'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/car_data.ff1pkl', 'bytes': 36726991, 'sha256': 'f6b5527fadbd2c8f12361390f8ab4c14b2c8b03db5ee4ee2132de89c9a04a5ac'}, {'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/driver_info.ff1pkl', 'bytes': 4608, 'sha256': '5798ae4220701b5b3bff5579526cd41e3b26aa4839032293bea9bd129389efbf'}, {'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/lap_count.ff1pkl', 'bytes': 1434, 'sha256': '3811c94c3fe5b0fc37c603b4541f1b04b71d27f10a0f2bec8f36cd2765c1d9c4'}, {'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/position_data.ff1pkl', 'bytes': 22389049, 'sha256': '4a2abed6ebc5111c9649c95db4fbd974b98d156ce9a2c14edf5357c84b23661d'}, {'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/session_info.ff1pkl', 'bytes': 454, 'sha256': '38f923fe647072af8da8ba4972d81cb35d00bbab1025b61850e04e0ec07a84e3'}, {'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/session_status_data.ff1pkl', 'bytes': 214, 'sha256': '82f99a93fe39f647369a8c89116d869e859dce384cfd3cbfb44a011376f67940'}, {'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/timing_app_data.ff1pkl', 'bytes': 121122, 'sha256': '7678be19221ac2ee70c9c6a9828ea569eaf1ac08a919019923aa496432b031a9'}, {'name': '2019/2019-06-09_Canadian_Grand_Prix/2019-06-09_Race/track_status_data.ff1pkl', 'bytes': 461, 'sha256': '649cf5aae73ca30cb9e8ca78ca4551683ef3428f2696c5cbc7a14961cd364f3b'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 16486400, 'sha256': 'd9b6212d8a5fa17d4278113f2e6e221f6f75f6c2bd000040fbd2be4e12c74b8d'}]",CLEANED
2019:French Grand Prix:Race,2019,French Grand Prix,Race,FastF1,3.8.3,NEW_DOWNLOAD_EXPECTED,0,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,False,approved split row checked before get_session,20,20,[],[],425219,341213,SUCCESS,10,75172773,fde008e95b6b5cfef990165ad41d0a66d473848dbd12984becbdfb24cf4a5874,75172773,"[{'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/_extended_timing_data.ff1pkl', 'bytes': 1063692, 'sha256': '5198a056647938738ee4cee1db33f254697928dea7fad6eb3b695c1fb958a9ad'}, {'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/car_data.ff1pkl', 'bytes': 35903311, 'sha256': '7cc3bd54668ef7c30d39be7b13e488eba71744394852d7edc50cc00de2f8af43'}, {'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/driver_info.ff1pkl', 'bytes': 4608, 'sha256': '07c0ed9f8efc686fba56cc6c24fdd1d5cefa0ecfea253fef7bed738d768dce7c'}, {'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/lap_count.ff1pkl', 'bytes': 1105, 'sha256': '512dd88d5e8957712de79d02078d8ef42022e0dbdd3ff9f3ee9621f9afcf9990'}, {'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/position_data.ff1pkl', 'bytes': 21486969, 'sha256': 'fce5ee42b49f76474aaec1864e0e08c836b544bbfc8abc13866b3026e86a4175'}, {'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/session_info.ff1pkl', 'bytes': 451, 'sha256': 'd6aefd890a82cbdd1ff0c33689474d31cb91e241dafc28b40cc433a974cb4848'}, {'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/session_status_data.ff1pkl', 'bytes': 214, 'sha256': '9d6ff1afc036d7e342cfebdc64416e5ba2606c6430e01cdd8a0fbd4626c69203'}, {'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/timing_app_data.ff1pkl', 'bytes': 110856, 'sha256': 'af5ffa9f06e71669f8c91595fb10ea8be16472c5409bf824d0d2fceb6540f280'}, {'name': '2019/2019-06-23_French_Grand_Prix/2019-06-23_Race/track_status_data.ff1pkl', 'bytes': 479, 'sha256': '81d31c7e3a8484b116cc601b246db858d4d3a709a8c7a2f6eeb1977478f3b4e5'}, {'name': 'fastf1_http_cache.sqlite', 'bytes': 16601088, 'sha256': '32f7a44e4f156297d770bb63e80f25ee0898d400e2574082df822f5c6a52a4e9'}]",CLEANED
