year,event,session,rcm_index,source_time_utc,category,message,status,flag,scope,sector,driver_number,lap,scope_key,state_group,transition,state_after_scope,source_url,source_sha256
2019,Belgian Grand Prix,Race,40,2019-09-01T14:25:58+00:00,Other,TURN 5 INCIDENT INVOLVING CARS 10 (GAS) AND 99 (GIO) NOTED - NO INVESTIGATION NECESSARY,,,,,,38,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,41,2019-09-01T14:30:13+00:00,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 16:30:12,,BLUE,Driver,,63,41,DRIVER:63,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,42,2019-09-01T14:31:25+00:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:31:25,,BLUE,Driver,,20,41,DRIVER:20,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,43,2019-09-01T14:32:10+00:00,Flag,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 16:32:10,,BLUE,Driver,,8,42,DRIVER:8,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,44,2019-09-01T14:32:29+00:00,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:32:28,,BLUE,Driver,,3,42,DRIVER:3,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,45,2019-09-01T14:32:35+00:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 16:32:35,,BLUE,Driver,,20,42,DRIVER:20,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,46,2019-09-01T14:33:00+00:00,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:32:59,,BLUE,Driver,,3,42,DRIVER:3,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,47,2019-09-01T14:33:25+00:00,Other,TURN 5 INCIDENT INVOLVING CARS 8 (GRO) AND 18 (STR) NOTED - NO INVESTIGATION NECESSARY,,,,,,42,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,48,2019-09-01T14:34:40+00:00,Flag,WAVED BLUE FLAG FOR CAR 3 (RIC) TIMED AT 16:34:39,,BLUE,Driver,,3,43,DRIVER:3,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,49,2019-09-01T14:36:16+00:00,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,44,SECTOR:12.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,50,2019-09-01T14:36:18+00:00,CarEvent,CAR 10 (GAS) MISSED THE APEX OF TURN 5,,,,,10,44,DRIVER:10,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,51,2019-09-01T14:36:34+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 12,,DOUBLE YELLOW,Sector,12.0,,44,SECTOR:12.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,52,2019-09-01T14:36:34+00:00,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 16:36:34,,BLUE,Driver,,18,44,DRIVER:18,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,53,2019-09-01T14:36:38+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 11,,DOUBLE YELLOW,Sector,11.0,,44,SECTOR:11.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,54,2019-09-01T14:37:01+00:00,Flag,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 16:37:01,,BLUE,Driver,,8,44,DRIVER:8,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,55,2019-09-01T14:37:12+00:00,Flag,CHEQUERED FLAG,,CHEQUERED,Track,,,44,GLOBAL,RED_FLAG,ACTIVATE,RED_FLAG,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,56,2019-09-01T14:37:17+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 2,,DOUBLE YELLOW,Sector,2.0,,44,SECTOR:2.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,57,2019-09-01T14:39:41+00:00,Flag,CLEAR IN TRACK SECTOR 2,,CLEAR,Sector,2.0,,44,SECTOR:2.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,58,2019-09-01T14:41:42+00:00,Other,TURN 5 INCIDENT ON FINAL LAP INVOLVING CARS 23 (ALB) AND 11 (PER) NOTED,,,,,,44,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,59,2019-09-01T14:43:38+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 19,,DOUBLE YELLOW,Sector,19.0,,44,SECTOR:19.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Belgian Grand Prix,Race,60,2019-09-01T14:45:08+00:00,Other,TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 11 (PER) UNDER INVESTIGATION,,,,,,44,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Belgian%20Grand%20Prix/Race/rcm.json,2bbf9f425b8ea70ebe91ff4999dbd8a42cb0ad1d0c4a6f494486cc77f94554a1
2019,Brazilian Grand Prix,Race,0,2019-11-17T16:55:09+00:00,Other,RISK OF RAIN FOR F1 RACE IS 0%,,,,,,1,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,1,2019-11-17T17:07:07+00:00,Drs,DRS DISABLED,DISABLED,,,,,1,GLOBAL,DRS,CLEAR,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,2,2019-11-17T17:13:00+00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,GLOBAL,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,3,2019-11-17T17:15:30+00:00,Drs,DRS ENABLED,ENABLED,,,,,3,GLOBAL,DRS,ACTIVATE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,4,2019-11-17T17:22:24+00:00,Flag,YELLOW IN TRACK SECTOR 5,,YELLOW,Sector,5.0,,8,SECTOR:5.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,5,2019-11-17T17:22:29+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 5,,DOUBLE YELLOW,Sector,5.0,,8,SECTOR:5.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,6,2019-11-17T17:22:32+00:00,Flag,CLEAR IN TRACK SECTOR 5,,CLEAR,Sector,5.0,,8,SECTOR:5.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,7,2019-11-17T17:23:00+00:00,Other,TURN 4 INCIDENT INVOLVING CARS 20 (MAG) AND 3 (RIC) NOTED,,,,,,9,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,8,2019-11-17T17:25:44+00:00,Other,TURN 4 INCIDENT INVOLVING CARS 3 (RIC) AND 20 (MAG) UNDER INVESTIGATION,,,,,,11,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,9,2019-11-17T17:30:41+00:00,Other,5 SECOND TIME PENALTY FOR CAR 3 (RIC) - CAUSING A COLLISION,,,,,,15,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,10,2019-11-17T17:38:20+00:00,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:38:19,,BLUE,Driver,,63,21,DRIVER:63,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,11,2019-11-17T17:39:27+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:39:26,,BLUE,Driver,,88,22,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,12,2019-11-17T17:41:52+00:00,Other,PIT LANE INCIDENT INVOLVING CARS 33 (VER) AND 88 (KUB) NOTED,,,,,,24,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,13,2019-11-17T17:43:57+00:00,Other,PIT LANE INCIDENT INVOLVING CARS 33 (VER) AND 88 (KUB) UNDER INVESTIGATION,,,,,,25,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,14,2019-11-17T17:45:07+00:00,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:45:06,,BLUE,Driver,,63,26,DRIVER:63,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,15,2019-11-17T17:45:28+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:45:28,,BLUE,Driver,,88,27,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,16,2019-11-17T17:45:47+00:00,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:45:46,,BLUE,Driver,,63,27,DRIVER:63,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,17,2019-11-17T17:47:51+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:47:51,,BLUE,Driver,,88,29,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,18,2019-11-17T17:49:03+00:00,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:49:03,,BLUE,Driver,,63,30,DRIVER:63,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,19,2019-11-17T17:49:23+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:49:23,,BLUE,Driver,,88,30,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,20,2019-11-17T17:51:16+00:00,Other,5 SECOND TIME PENALTY FOR CAR 88 (KUB) - UNSAFE RELEASE,,,,,,31,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,21,2019-11-17T17:51:23+00:00,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:51:23,,BLUE,Driver,,63,32,DRIVER:63,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,22,2019-11-17T17:53:54+00:00,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 14:53:53,,BLUE,Driver,,27,34,DRIVER:27,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,23,2019-11-17T17:54:16+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:54:15,,BLUE,Driver,,88,34,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,24,2019-11-17T17:55:34+00:00,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 14:55:34,,BLUE,Driver,,27,35,DRIVER:27,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,25,2019-11-17T17:56:22+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:56:21,,BLUE,Driver,,88,36,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,26,2019-11-17T17:56:25+00:00,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:56:25,,BLUE,Driver,,18,36,DRIVER:18,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,27,2019-11-17T17:56:40+00:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 14:56:40,,BLUE,Driver,,20,36,DRIVER:20,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,28,2019-11-17T17:58:04+00:00,Flag,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 14:58:04,,BLUE,Driver,,18,37,DRIVER:18,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,29,2019-11-17T17:58:11+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 14:58:10,,BLUE,Driver,,88,37,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,30,2019-11-17T17:58:20+00:00,Flag,WAVED BLUE FLAG FOR CAR 63 (RUS) TIMED AT 14:58:19,,BLUE,Driver,,63,37,DRIVER:63,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,31,2019-11-17T18:00:16+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 15:00:15,,BLUE,Driver,,88,39,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,32,2019-11-17T18:00:21+00:00,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:00:21,,BLUE,Driver,,55,39,DRIVER:55,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,33,2019-11-17T18:01:05+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 15:01:05,,BLUE,Driver,,88,40,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,34,2019-11-17T18:02:47+00:00,Flag,WAVED BLUE FLAG FOR CAR 26 (KVY) TIMED AT 15:02:46,,BLUE,Driver,,26,41,DRIVER:26,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,35,2019-11-17T18:02:50+00:00,Flag,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:02:50,,BLUE,Driver,,55,41,DRIVER:55,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,36,2019-11-17T18:03:05+00:00,Flag,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 15:03:05,,BLUE,Driver,,27,41,DRIVER:27,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,37,2019-11-17T18:03:36+00:00,Flag,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 15:03:36,,BLUE,Driver,,4,42,DRIVER:4,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
2019,Brazilian Grand Prix,Race,38,2019-11-17T18:04:04+00:00,Flag,WAVED BLUE FLAG FOR CAR 88 (KUB) TIMED AT 15:04:04,,BLUE,Driver,,88,42,DRIVER:88,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2019/38741496a2d3736954069c3301e33737ffb3d777/Brazilian%20Grand%20Prix/Race/rcm.json,a4e9bebb1d5cf2d8997b47f452c7d310503596be40ab535f61099a6749e00b80
