year,event,session,rcm_index,source_time_utc,category,message,status,flag,scope,sector,driver_number,lap,scope_key,state_group,transition,state_after_scope,source_url,source_sha256
2018,Abu Dhabi Grand Prix,Race,0,2018-11-25T12:54:58+00:00,Other,RISK OF RAIN FOR THIS SESSION IS 40%,,,,,,1,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,1,2018-11-25T13:07:13+00:00,Drs,DRS DISABLED,DISABLED,,,,,1,GLOBAL,DRS,CLEAR,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,2,2018-11-25T13:13:34+00:00,Flag,GREEN LIGHT - PIT EXIT OPEN,,GREEN,Track,,,1,GLOBAL,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,3,2018-11-25T13:14:34+00:00,Flag,YELLOW IN TRACK SECTOR 8,,YELLOW,Sector,8.0,,1,SECTOR:8.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,4,2018-11-25T13:14:38+00:00,SafetyCar,SAFETY CAR DEPLOYED,DEPLOYED,,,,,1,GLOBAL,SAFETY_CAR,ACTIVATE,SAFETY_CAR,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,5,2018-11-25T13:19:05+00:00,Other,TURN 9 INCIDENT INVOLVING CARS 27 (HUL) AND 8 (GRO) UNDER INVESTIGATION - CAUSING A COLLISION,,,,,,3,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,6,2018-11-25T13:20:37+00:00,Other,TURN 9 INCIDENT INVOLVING CARS 27 (HUL) AND 8 (GRO) - NO FURTHER ACTION,,,,,,3,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,7,2018-11-25T13:21:43+00:00,Flag,CLEAR IN TRACK SECTOR 8,,CLEAR,Sector,8.0,,4,SECTOR:8.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,8,2018-11-25T13:22:17+00:00,SafetyCar,SAFETY CAR IN THIS LAP,IN THIS LAP,,,,,4,GLOBAL,SAFETY_CAR,OBSERVE,SAFETY_CAR,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,9,2018-11-25T13:23:26+00:00,Other,TURN 9 INCIDENT INVOLVING CARS 55 (SAI) AND 9 (ERI) NOTED - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,4,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,10,2018-11-25T13:23:48+00:00,Flag,TRACK CLEAR,,CLEAR,Track,,,4,GLOBAL,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,11,2018-11-25T13:24:23+00:00,Other,TRACK SURFACE SLIPPERY IN TRACK SECTOR 19,,,,,,5,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,12,2018-11-25T13:24:25+00:00,Flag,CLEAR IN TRACK SECTOR 19,,CLEAR,Sector,19.0,,5,SECTOR:19.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,13,2018-11-25T13:27:28+00:00,Drs,DRS ENABLED,ENABLED,,,,,7,GLOBAL,DRS,ACTIVATE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,14,2018-11-25T13:27:52+00:00,Flag,YELLOW IN TRACK SECTOR 20,,YELLOW,Sector,20.0,,7,SECTOR:20.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,15,2018-11-25T13:28:02+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 20,,DOUBLE YELLOW,Sector,20.0,,7,SECTOR:20.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,16,2018-11-25T13:28:04+00:00,SafetyCar,VIRTUAL SAFETY CAR DEPLOYED,DEPLOYED,,,,,7,GLOBAL,VSC,ACTIVATE,VSC,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,17,2018-11-25T13:28:23+00:00,Other,CAR 7 (RAI) STOPPED AT THE FINISH LINE,,,,,,7,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,18,2018-11-25T13:30:56+00:00,Flag,CLEAR IN TRACK SECTOR 20,,CLEAR,Sector,20.0,,8,SECTOR:20.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,19,2018-11-25T13:31:22+00:00,SafetyCar,VIRTUAL SAFETY CAR ENDING,ENDING,,,,,8,GLOBAL,VSC,OBSERVE,VSC,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,20,2018-11-25T13:31:34+00:00,Flag,TRACK CLEAR,,CLEAR,Track,,,8,GLOBAL,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,21,2018-11-25T13:31:39+00:00,Drs,DRS ENABLED,ENABLED,,,,,8,GLOBAL,DRS,ACTIVATE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,22,2018-11-25T14:15:31+00:00,Other,TURN 17 INCIDENT INVOLVING CARS 2 (VAN) AND 31 (OCO) UNDER INVESTIGATION - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,33,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,23,2018-11-25T14:17:41+00:00,Other,5 SECOND TIME PENALTY FOR CAR 31 (OCO) - LEAVING THE TRACK AND GAINING AN ADVANTAGE,,,,,,35,OTHER,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,24,2018-11-25T14:20:16+00:00,CarEvent,CAR 77 (BOT) MISSED THE APEX OF TURN 9,,,,,77,36,DRIVER:77,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,25,2018-11-25T14:21:10+00:00,Flag,WAVED BLUE FLAG FOR CAR 2 (VAN) TIMED AT 18:21:09,,BLUE,Driver,,2,37,DRIVER:2,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,26,2018-11-25T14:25:01+00:00,Flag,WAVED BLUE FLAG FOR CAR 28 (HAR) TIMED AT 18:25:01,,BLUE,Driver,,28,39,DRIVER:28,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,27,2018-11-25T14:27:59+00:00,Flag,WAVED BLUE FLAG FOR CAR 28 (HAR) TIMED AT 18:27:59,,BLUE,Driver,,28,41,DRIVER:28,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,28,2018-11-25T14:28:38+00:00,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 18:28:38,,BLUE,Driver,,14,41,DRIVER:14,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,29,2018-11-25T14:29:32+00:00,Flag,WAVED BLUE FLAG FOR CAR 28 (HAR) TIMED AT 18:29:31,,BLUE,Driver,,28,42,DRIVER:28,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,30,2018-11-25T14:29:54+00:00,Flag,WAVED BLUE FLAG FOR CAR 28 (HAR) TIMED AT 18:29:53,,BLUE,Driver,,28,42,DRIVER:28,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,31,2018-11-25T14:30:25+00:00,Flag,WAVED BLUE FLAG FOR CAR 28 (HAR) TIMED AT 18:30:24,,BLUE,Driver,,28,42,DRIVER:28,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,32,2018-11-25T14:31:43+00:00,Flag,WAVED BLUE FLAG FOR CAR 35 (SIR) TIMED AT 18:31:42,,BLUE,Driver,,35,43,DRIVER:35,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,33,2018-11-25T14:32:28+00:00,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 18:32:28,,BLUE,Driver,,14,43,DRIVER:14,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,34,2018-11-25T14:34:26+00:00,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 18:34:25,,BLUE,Driver,,14,44,DRIVER:14,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,35,2018-11-25T14:34:42+00:00,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 18:34:41,,BLUE,Driver,,10,45,DRIVER:10,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,36,2018-11-25T14:35:03+00:00,Flag,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 18:35:02,,BLUE,Driver,,14,45,DRIVER:14,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,37,2018-11-25T14:36:41+00:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 18:36:40,,BLUE,Driver,,20,46,DRIVER:20,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,38,2018-11-25T14:36:41+00:00,Flag,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 18:36:41,,BLUE,Driver,,8,46,DRIVER:8,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,39,2018-11-25T14:37:54+00:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 18:37:54,,BLUE,Driver,,20,47,DRIVER:20,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,40,2018-11-25T14:37:55+00:00,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 18:37:55,,BLUE,Driver,,10,47,DRIVER:10,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,41,2018-11-25T14:38:03+00:00,Flag,WAVED BLUE FLAG FOR CAR 2 (VAN) TIMED AT 18:38:02,,BLUE,Driver,,2,47,DRIVER:2,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,42,2018-11-25T14:39:11+00:00,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 18:39:11,,BLUE,Driver,,10,47,DRIVER:10,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,43,2018-11-25T14:39:13+00:00,Flag,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 18:39:13,,BLUE,Driver,,20,47,DRIVER:20,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,44,2018-11-25T14:39:42+00:00,Flag,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 18:39:42,,BLUE,Driver,,8,48,DRIVER:8,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,45,2018-11-25T14:40:10+00:00,Flag,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 18:40:09,,BLUE,Driver,,10,48,DRIVER:10,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,46,2018-11-25T14:41:05+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,48,SECTOR:13.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,47,2018-11-25T14:41:16+00:00,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,48,SECTOR:12.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,48,2018-11-25T14:41:20+00:00,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,48,SECTOR:13.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,49,2018-11-25T14:41:20+00:00,Flag,YELLOW IN TRACK SECTOR 13,,YELLOW,Sector,13.0,,48,SECTOR:13.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,50,2018-11-25T14:41:22+00:00,Flag,WAVED BLUE FLAG FOR CAR 8 (GRO) TIMED AT 18:41:21,,BLUE,Driver,,8,49,DRIVER:8,,OBSERVE,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,51,2018-11-25T14:41:27+00:00,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,49,SECTOR:13.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,52,2018-11-25T14:41:28+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,49,SECTOR:13.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,53,2018-11-25T14:41:32+00:00,Flag,CLEAR IN TRACK SECTOR 13,,CLEAR,Sector,13.0,,49,SECTOR:13.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,54,2018-11-25T14:41:33+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,49,SECTOR:13.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,55,2018-11-25T14:41:34+00:00,Flag,CLEAR IN TRACK SECTOR 12,,CLEAR,Sector,12.0,,49,SECTOR:12.0,YELLOW,CLEAR_ALL,GREEN,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,56,2018-11-25T14:41:36+00:00,Flag,DOUBLE YELLOW IN TRACK SECTOR 13,,DOUBLE YELLOW,Sector,13.0,,49,SECTOR:13.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
2018,Abu Dhabi Grand Prix,Race,57,2018-11-25T14:41:44+00:00,Flag,YELLOW IN TRACK SECTOR 12,,YELLOW,Sector,12.0,,49,SECTOR:12.0,YELLOW,ACTIVATE,YELLOW,https://raw.githubusercontent.com/TracingInsights/2018/ec6317adac6786e38b5d35e008f4b87926a3a55c/Abu%20Dhabi%20Grand%20Prix/Race/rcm.json,a6eeb3452303a8da950dbd344584d4a193d903f4184fd1871f282c37fcd108ab
