year,event,session,driver,lap,row_count,sample_index_min,sample_index_max,time_min_sec,time_max_sec,time_span_sec,distance_min,distance_max,distance_span,timestamp_repeats,timestamp_negative_steps,sample_index_repeats,sample_index_negative_steps,positive_dt_count,positive_dt_median_sec,positive_dt_p95_sec,positive_dt_max_sec,complete_physical_lap_supported
2018,Austrian Grand Prix,Race,HUL,3,538,0.0,537.0,0.0,71.46,71.46,0.09336223723965265,4306.689703285518,4306.596341048278,0,0,0,0,537,0.13599999999999568,0.240000000000002,0.27600000000000335,False
2018,Austrian Grand Prix,Race,LEC,12,542,0.0,541.0,0.0,72.058,72.058,0.07713184146232299,4291.729123188547,4291.651991347085,0,0,0,0,541,0.1319999999999979,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,MAG,12,531,0.0,530.0,0.0,70.545,70.545,-0.001078018293153793,4310.607233577318,4310.608311595611,0,0,0,0,530,0.1319999999999979,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,OCO,12,531,0.0,530.0,0.0,70.42,70.42,0.15941463990360072,4292.016612060608,4291.857197420704,0,0,0,0,530,0.13149999999999906,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,PER,12,533,0.0,532.0,0.0,70.72,70.72,0.10883361494583488,4288.105992652786,4287.99715903784,0,0,0,0,532,0.1314999999999955,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,RAI,12,520,0.0,519.0,0.0,68.954,68.954,0.019818690127273553,4309.917646212211,4309.897827522084,0,0,0,0,519,0.1319999999999979,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,RIC,10,525,0.0,524.0,0.0,69.719,69.719,0.33124968092765805,4308.918690400841,4308.5874407199135,0,0,0,0,524,0.13299999999999734,0.240000000000002,0.29999999999999716,False
2018,Austrian Grand Prix,Race,SAI,12,544,0.0,543.0,0.0,72.096,72.096,0.1040666779479098,4294.284294570262,4294.180227892314,0,0,0,0,543,0.1319999999999908,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,SIR,12,552,0.0,551.0,0.0,73.248,73.248,0.12223375804230185,4294.34399314182,4294.221759383778,0,0,0,0,551,0.1319999999999979,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,STR,12,536,0.0,535.0,0.0,71.108,71.108,0.1053485960844962,4299.768452129153,4299.663103533068,0,0,0,0,535,0.1319999999999908,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,VAN,11,536,0.0,535.0,0.0,71.077,71.077,0.1222457475406884,4297.893150943361,4297.770905195821,0,0,0,0,535,0.13199999999999967,0.240000000000002,0.29899999999999594,False
2018,Austrian Grand Prix,Race,VER,12,522,0.0,521.0,0.0,69.306,69.306,0.03047130798842229,4311.824995895306,4311.794524587317,0,0,0,0,521,0.1319999999999979,0.240000000000002,0.2989999999999995,False
2018,Austrian Grand Prix,Race,VET,12,523,0.0,522.0,0.0,69.329,69.329,0.2491326033047292,4306.724955246111,4306.475822642806,0,0,0,0,522,0.13199999999999434,0.240000000000002,0.2989999999999995,False
2018,Azerbaijan Grand Prix,Race,ALO,9,834,0.0,833.0,0.0,110.847,110.847,-2.0260511214752197e-05,5959.696715743563,5959.696736004074,0,0,0,0,833,0.137,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,BOT,9,814,0.0,813.0,0.0,108.192,108.192,-0.005485416804902735,5968.562246338949,5968.567731755754,0,0,0,0,813,0.13700000000000045,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,ERI,9,844,0.0,843.0,0.0,112.089,112.089,0.0002717996408136969,5967.054978687773,5967.0547068881315,0,0,0,0,843,0.13700000000000045,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,GAS,9,852,0.0,851.0,0.0,113.125,113.125,6.438535669561762e-05,5967.470223722443,5967.470159337086,0,0,0,0,851,0.13700000000000045,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,GRO,8,836,0.0,835.0,0.0,111.149,111.149,-0.07238144656457601,5982.75375843753,5982.826139884095,0,0,0,0,835,0.13700000000000045,0.240000000000002,0.29999999999999716,False
2018,Azerbaijan Grand Prix,Race,HAM,9,811,0.0,810.0,0.0,107.814,107.814,0.004337416684558115,5968.973499676098,5968.969162259414,0,0,0,0,810,0.13700000000000045,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,HAR,9,841,0.0,840.0,0.0,111.878,111.878,0.0008772003463945188,5969.402048533217,5969.40117133287,0,0,0,0,840,0.13700000000000023,0.240000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,HUL,2,1408,0.0,1407.0,0.0,187.41,187.41,0.061551442472003615,5987.970713337056,5987.909161894584,0,0,0,0,1407,0.13800000000000523,0.240000000000002,0.2979999999999876,False
2018,Azerbaijan Grand Prix,Race,LEC,9,826,0.0,825.0,0.0,109.719,109.719,0.004271626688419128,5962.395565711846,5962.391294085158,0,0,0,0,825,0.13700000000000045,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,MAG,9,841,0.0,840.0,0.0,111.776,111.776,0.05988591078138672,5964.285049808065,5964.225163897284,0,0,0,0,840,0.13699999999999846,0.240000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,OCO,1,1114,0.0,1113.0,0.0,148.195,148.195,-5.064433504762533e-05,1392.390320398919,1392.390371043254,0,0,0,0,1113,0.13599999999999923,0.240000000000002,0.29999999999998295,False
2018,Azerbaijan Grand Prix,Race,PER,9,831,0.0,830.0,0.0,110.398,110.398,-0.02640679405460622,5954.680780905769,5954.707187699823,0,0,0,0,830,0.13700000000000045,0.240000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,RAI,9,830,0.0,829.0,0.0,110.313,110.313,0.05284925248793648,5972.9708391138975,5972.917989861409,0,0,0,0,829,0.13700000000000045,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,RIC,7,848,0.0,847.0,0.0,112.644,112.644,0.0548963023192162,5968.505779720159,5968.45088341784,0,0,0,0,847,0.13800000000000523,0.2400000000000002,0.29700000000000415,False
2018,Azerbaijan Grand Prix,Race,SAI,9,822,0.0,821.0,0.0,109.162,109.162,0.01627885074014826,5966.881910511537,5966.865631660797,0,0,0,0,821,0.13700000000000045,0.240000000000002,0.27999999999999936,False
2018,Azerbaijan Grand Prix,Race,SIR,1,1114,0.0,1113.0,0.0,148.195,148.195,-0.00464196750378148,1527.9198660680343,1527.924508035538,0,0,0,0,1113,0.13599999999999923,0.240000000000002,0.29999999999998295,False
2018,Azerbaijan Grand Prix,Race,STR,9,822,0.0,821.0,0.0,109.098,109.098,0.06298331563353732,5961.732827782094,5961.669844466461,0,0,0,0,821,0.13700000000000045,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,VAN,9,835,0.0,834.0,0.0,110.922,110.922,-0.02105299987479059,5978.2742038356655,5978.29525683554,0,0,0,0,834,0.13700000000000045,0.2400000000000002,0.28000000000000114,False
2018,Azerbaijan Grand Prix,Race,VER,7,841,0.0,840.0,0.0,111.881,111.881,0.005928734960334303,5973.19711065923,5973.19118192427,0,0,0,0,840,0.13799999999999996,0.2400000000000002,0.29699999999999704,False
2018,Azerbaijan Grand Prix,Race,VET,9,811,0.0,810.0,0.0,107.845,107.845,-0.000446386417976008,5981.368954939103,5981.369401325521,0,0,0,0,810,0.13699999999999868,0.240000000000002,0.28000000000000114,False
2018,Belgian Grand Prix,Race,ALO,1,1124,0.0,1123.0,0.0,149.786,149.786,-0.016593428655768554,2208.7986121011495,2208.815205529805,0,0,0,0,1123,0.13800000000000168,0.2400000000000002,0.3000000000000007,False
2018,Belgian Grand Prix,Race,BOT,8,850,0.0,849.0,0.0,113.164,113.164,0.08875083610635182,6940.602794125016,6940.514043288909,0,0,0,0,849,0.13600000000000012,0.240000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,ERI,8,843,0.0,842.0,0.0,112.196,112.196,0.36536483638724926,6951.227593283909,6950.862228447522,0,0,0,0,842,0.13599999999999923,0.240000000000002,0.30000000000001137,False
2018,Belgian Grand Prix,Race,GAS,8,843,0.0,842.0,0.0,112.186,112.186,0.5815916134634301,6952.727491548369,6952.145899934905,0,0,0,0,842,0.13600000000000056,0.240000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,GRO,8,836,0.0,835.0,0.0,111.439,111.439,0.06335476488943192,6958.011146723857,6957.947791958967,0,0,0,0,835,0.13599999999999923,0.240000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,HAM,8,817,0.0,816.0,0.0,108.834,108.834,0.0737455333685505,6953.543178109331,6953.469432575963,0,0,0,0,816,0.1360000000000099,0.240000000000002,0.28000000000000114,False
2018,Belgian Grand Prix,Race,HAR,8,847,0.0,846.0,0.0,112.764,112.764,0.11153934274992494,6955.23075176185,6955.1192124191,0,0,0,0,846,0.13600000000000007,0.240000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,HUL,1,1124,0.0,1123.0,0.0,149.786,149.786,-0.030314262212347377,447.3903493623974,447.42066362460974,0,0,0,0,1123,0.13800000000000168,0.2400000000000002,0.3000000000000007,False
2018,Belgian Grand Prix,Race,LEC,1,1124,0.0,1123.0,0.0,149.786,149.786,-0.03407353517538277,507.32161967785686,507.3556932130322,0,0,0,0,1123,0.13800000000000168,0.2400000000000002,0.3000000000000007,False
2018,Belgian Grand Prix,Race,MAG,8,843,0.0,842.0,0.0,112.057,112.057,0.47126384889572703,6958.786698674004,6958.315434825108,0,0,0,0,842,0.13599999999999923,0.240000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,OCO,8,836,0.0,835.0,0.0,111.224,111.224,0.08839374126846455,6957.420080967095,6957.3316872258265,0,0,0,0,835,0.13599999999999923,0.24000000000000074,0.29999999999999716,False
2018,Belgian Grand Prix,Race,PER,8,832,0.0,831.0,0.0,110.67,110.67,0.36186786332276766,6953.146651581098,6952.784783717775,0,0,0,0,831,0.13599999999999923,0.240000000000002,0.28000000000000114,False
2018,Belgian Grand Prix,Race,RAI,2,1073,0.0,1072.0,0.0,144.008,144.008,-0.11060562129591356,6907.371644758085,6907.48225037938,0,0,0,0,1072,0.13900000000000023,0.240000000000002,0.28000000000000114,False
2018,Belgian Grand Prix,Race,RIC,5,844,0.0,843.0,0.0,112.627,112.627,0.13399385717029333,6941.28321550142,6941.14922164425,0,0,0,0,843,0.1360000000000099,0.240000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,SAI,8,850,0.0,849.0,0.0,113.182,113.182,0.3543792738186089,6933.3344777028815,6932.980098429063,0,0,0,0,849,0.13600000000000012,0.240000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,SIR,8,846,0.0,845.0,0.0,112.627,112.627,0.4309214824198214,6942.1820551410165,6941.751133658597,0,0,0,0,845,0.13599999999999923,0.2400000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,STR,8,849,0.0,848.0,0.0,113.039,113.039,0.1005535942826995,6933.014763138767,6932.914209544485,0,0,0,0,848,0.13600000000000012,0.24000000000000138,0.29999999999999716,False
2018,Belgian Grand Prix,Race,VAN,8,851,0.0,850.0,0.0,113.37,113.37,0.31644524849514155,6961.963572350978,6961.647127102483,0,0,0,0,850,0.1359999999999998,0.240000000000002,0.29999999999999716,False
2018,Belgian Grand Prix,Race,VER,8,826,0.0,825.0,0.0,109.993,109.993,0.09949083128086023,6954.371635071021,6954.272144239741,0,0,0,0,825,0.13599999999999923,0.240000000000002,0.28000000000000114,False
2018,Belgian Grand Prix,Race,VET,8,817,0.0,816.0,0.0,108.646,108.646,0.18808247514230736,6973.477699154648,6973.289616679505,0,0,0,0,816,0.13600000000000143,0.2400000000000002,0.2999999999999998,False
2018,Brazilian Grand Prix,Race,ALO,12,578,0.0,577.0,0.0,76.379,76.379,0.054501073467001504,4233.424491806348,4233.369990732881,0,0,0,0,577,0.13500000000000512,0.2400000000000002,0.27500000000000036,False
2018,Brazilian Grand Prix,Race,BOT,12,563,0.0,562.0,0.0,74.574,74.574,0.04298589760862459,4235.397795112129,4235.35480921452,0,0,0,0,562,0.13500000000000156,0.240000000000002,0.2750000000000057,False
2018,Brazilian Grand Prix,Race,ERI,4,573,0.0,572.0,0.0,75.54,75.54,-0.006703408705666103,4241.835303784445,4241.842007193151,0,0,0,0,572,0.13100000000000023,0.240000000000002,0.29999999999999716,False
2018,Brazilian Grand Prix,Race,GAS,12,573,0.0,572.0,0.0,75.698,75.698,0.03532122334352893,4243.33924589688,4243.303924673537,0,0,0,0,572,0.13500000000000156,0.24000000000000102,0.2749999999999986,False
2018,Brazilian Grand Prix,Race,GRO,12,566,0.0,565.0,0.0,74.791,74.791,-0.007826386827445297,4256.445432010118,4256.453258396945,0,0,0,0,565,0.13500000000000156,0.240000000000002,0.2749999999999986,False
2018,Brazilian Grand Prix,Race,HAM,12,561,0.0,560.0,0.0,74.299,74.299,0.000754785737026975,4239.354783818583,4239.3540290328465,0,0,0,0,560,0.13499999999999984,0.240000000000002,0.2749999999999986,False
2018,Brazilian Grand Prix,Race,HAR,12,578,0.0,577.0,0.0,76.375,76.375,6.644258535615233e-05,4240.694901514771,4240.694835072186,0,0,0,0,577,0.13500000000000512,0.2400000000000002,0.27500000000000036,False
2018,Brazilian Grand Prix,Race,HUL,6,572,0.0,571.0,0.0,75.489,75.489,-0.010339977059082739,4240.187617850821,4240.19795782788,0,0,0,0,571,0.13200000000000145,0.240000000000002,0.2989999999999995,False
2018,Brazilian Grand Prix,Race,LEC,12,565,0.0,564.0,0.0,74.771,74.771,0.05208444239986454,4237.923592121133,4237.871507678733,0,0,0,0,564,0.13500000000000512,0.2400000000000017,0.2749999999999986,False
2018,Brazilian Grand Prix,Race,MAG,12,568,0.0,567.0,0.0,75.116,75.116,0.028768850683623892,4245.885365693626,4245.856596842943,0,0,0,0,567,0.13500000000000156,0.2400000000000002,0.27500000000000213,False
2018,Brazilian Grand Prix,Race,OCO,12,576,0.0,575.0,0.0,76.198,76.198,0.10069048934649207,4233.935396527902,4233.834706038556,0,0,0,0,575,0.13500000000000512,0.2400000000000002,0.2749999999999986,False
2018,Brazilian Grand Prix,Race,PER,12,570,0.0,569.0,0.0,75.229,75.229,0.02855881839796659,4241.690260274252,4241.661701455854,0,0,0,0,569,0.13500000000000512,0.2400000000000002,0.2749999999999986,False
2018,Brazilian Grand Prix,Race,RAI,12,567,0.0,566.0,0.0,75.089,75.089,0.1591271220273205,4237.408338141959,4237.249211019931,0,0,0,0,566,0.13500000000000512,0.240000000000002,0.2750000000000057,False
2018,Brazilian Grand Prix,Race,RIC,12,568,0.0,567.0,0.0,75.078,75.078,-0.00959056234825395,4241.856433481866,4241.866024044214,0,0,0,0,567,0.13500000000000512,0.240000000000002,0.2750000000000057,False
2018,Brazilian Grand Prix,Race,SAI,12,572,0.0,571.0,0.0,75.559,75.559,0.02910724778142093,4245.048789261503,4245.019682013722,0,0,0,0,571,0.13500000000000512,0.2400000000000002,0.27500000000000036,False
2018,Brazilian Grand Prix,Race,SIR,12,577,0.0,576.0,0.0,76.342,76.342,-0.0030494631574149444,4229.459203882801,4229.462253345959,0,0,0,0,576,0.13500000000000512,0.240000000000002,0.27500000000000036,False
2018,Brazilian Grand Prix,Race,STR,12,579,0.0,578.0,0.0,76.462,76.462,0.03183430632240625,4233.19313654055,4233.161302234227,0,0,0,0,578,0.13500000000000512,0.2400000000000002,0.27500000000000036,False
2018,Brazilian Grand Prix,Race,VAN,12,578,0.0,577.0,0.0,76.413,76.413,0.0005336802822917264,4229.879471822354,4229.878938142072,0,0,0,0,577,0.13500000000000512,0.2400000000000002,0.27500000000000036,False
2018,Brazilian Grand Prix,Race,VER,12,559,0.0,558.0,0.0,73.949,73.949,0.003615048941916263,4248.714628181573,4248.711013132631,0,0,0,0,558,0.13500000000000156,0.240000000000002,0.2749999999999986,False
2018,Brazilian Grand Prix,Race,VET,12,566,0.0,565.0,0.0,74.937,74.937,0.0006181362620529367,4250.942924117789,4250.942305981526,0,0,0,0,565,0.13500000000000512,0.240000000000002,0.2750000000000057,False
2018,British Grand Prix,Race,ALO,9,726,0.0,725.0,0.0,95.789,95.789,0.27251384370339515,5825.726041011846,5825.4535271681425,0,0,0,0,725,0.13800000000000012,0.23999999999999844,0.29999999999999716,False
2018,British Grand Prix,Race,BOT,9,708,0.0,707.0,0.0,93.307,93.307,0.1878174673392301,5827.670015053293,5827.482197585954,0,0,0,0,707,0.13799999999999812,0.23999999999999738,0.29999999999999716,False
2018,British Grand Prix,Race,ERI,6,729,0.0,728.0,0.0,95.706,95.706,0.09351945186938226,5836.984132839158,5836.890613387288,0,0,0,0,728,0.13599999999999568,0.23999999999999844,0.28000000000000114,False
2018,British Grand Prix,Race,GAS,9,728,0.0,727.0,0.0,95.992,95.992,0.28035369656453013,5838.657626585825,5838.37727288926,0,0,0,0,727,0.1379999999999999,0.23999999999999905,0.30000000000000426,False
2018,British Grand Prix,Race,GRO,7,730,0.0,729.0,0.0,96.211,96.211,0.09348659921687297,5828.888285766619,5828.794799167403,0,0,0,0,729,0.1369999999999969,0.2400000000000002,0.29999999999999716,False
2018,British Grand Prix,Race,HAM,9,710,0.0,709.0,0.0,93.653,93.653,0.03906025677624475,5823.6336705677795,5823.594610311004,0,0,0,0,709,0.1379999999999999,0.23999999999999488,0.29999999999999716,False
2018,British Grand Prix,Race,HAR,1,1323,0.0,1322.0,0.0,174.676,174.676,-0.03826927046023199,5372.155555269742,5372.1938245402025,0,0,0,0,1322,0.13399999999998613,0.240000000000002,0.30000000000000426,False
2018,British Grand Prix,Race,HUL,9,724,0.0,723.0,0.0,95.492,95.492,0.09669961826158646,5830.966150610303,5830.8694509920415,0,0,0,0,723,0.13799999999999812,0.23999999999999488,0.30000000000000426,False
2018,British Grand Prix,Race,LEC,4,724,0.0,723.0,0.0,95.261,95.261,-0.007831323027817791,5815.5292981342445,5815.537129457272,0,0,0,0,723,0.134999999999998,0.240000000000002,0.29999999999999716,False
2018,British Grand Prix,Race,MAG,9,725,0.0,724.0,0.0,95.677,95.677,0.09616588779989033,5843.213648189268,5843.117482301468,0,0,0,0,724,0.13800000000000168,0.23999999999999488,0.29999999999999716,False
2018,British Grand Prix,Race,OCO,9,726,0.0,725.0,0.0,95.712,95.712,0.061729384535564424,5831.982890071571,5831.921160687036,0,0,0,0,725,0.1379999999999999,0.23999999999999488,0.29999999999999716,False
2018,British Grand Prix,Race,PER,9,727,0.0,726.0,0.0,95.805,95.805,0.08201026019230784,5820.578096917679,5820.4960866574875,0,0,0,0,726,0.1379999999999999,0.2400000000000002,0.3000000000000007,False
2018,British Grand Prix,Race,RAI,9,711,0.0,710.0,0.0,93.684,93.684,0.05269403382533844,5824.061237597984,5824.008543564159,0,0,0,0,710,0.13799999999999812,0.23999999999999488,0.29999999999999716,False
2018,British Grand Prix,Race,RIC,9,713,0.0,712.0,0.0,94.0,94.0,0.21947879429570682,5844.439985589547,5844.220506795252,0,0,0,0,712,0.13799999999999812,0.2399999999999965,0.30000000000000426,False
2018,British Grand Prix,Race,SAI,7,734,0.0,733.0,0.0,96.626,96.626,0.035842667154510455,5837.503308043702,5837.467465376548,0,0,0,0,733,0.13700000000000045,0.2400000000000002,0.29999999999999716,False
2018,British Grand Prix,Race,SIR,9,730,0.0,729.0,0.0,96.297,96.297,0.01572395251069847,5831.327433502647,5831.311709550137,0,0,0,0,729,0.1379999999999999,0.2400000000000002,0.3000000000000007,False
2018,British Grand Prix,Race,STR,9,731,0.0,730.0,0.0,96.38,96.38,0.21254667600903399,5826.59145996565,5826.378913289641,0,0,0,0,730,0.1379999999999999,0.2400000000000001,0.3000000000000007,False
2018,British Grand Prix,Race,VAN,9,730,0.0,729.0,0.0,96.205,96.205,-0.013479049709734896,5851.15755986527,5851.171038914979,0,0,0,0,729,0.13799999999999812,0.24,0.29999999999999716,False
2018,British Grand Prix,Race,VER,8,713,0.0,712.0,0.0,93.747,93.747,0.014778263204494435,5848.407565063282,5848.392786800077,0,0,0,0,712,0.13700000000000045,0.2400000000000001,0.3000000000000007,False
2018,British Grand Prix,Race,VET,9,706,0.0,705.0,0.0,93.098,93.098,0.0028093570620236303,5844.696351877099,5844.693542520037,0,0,0,0,705,0.13799999999999812,0.23999999999999488,0.30000000000001137,False
2018,Canadian Grand Prix,Race,ALO,7,581,0.0,580.0,0.0,77.454,77.454,0.05651087984154908,4319.726052972067,4319.669542092225,0,0,0,0,580,0.13199999999999967,0.2400000000000003,0.28000000000000114,False
2018,Canadian Grand Prix,Race,BOT,12,568,0.0,567.0,0.0,75.689,75.689,0.0003245179930621983,4327.15478588,4327.154461362007,0,0,0,0,567,0.13400000000000034,0.240000000000002,0.30000000000000426,False
2018,Canadian Grand Prix,Race,ERI,12,593,0.0,592.0,0.0,79.006,79.006,0.23196866865766386,4316.044315858298,4315.812347189641,0,0,0,0,592,0.134999999999998,0.240000000000002,0.3000000000000007,False
